index,ref_image_path,prompt
00126,IntelligentVBench/images/Implicit_I2V/00126.png,The players are performing agility drills under the coach's supervision to improve their speed and coordination.
00127,IntelligentVBench/images/Implicit_I2V/00127.png,"The woman is confronting someone off-screen with escalating anger, likely due to a sudden provocation or betrayal, leading her to threaten physical action."
00128,IntelligentVBench/images/Implicit_I2V/00128.png,"The swimmer is training or competing in a backstroke event, focusing on maintaining speed and technique while navigating the pool lane."
00129,IntelligentVBench/images/Implicit_I2V/00129.png,The swimmer is training to improve his backstroke technique and endurance in a controlled pool environment.
00130,IntelligentVBench/images/Implicit_I2V/00130.png,The skier is enjoying the thrill of skiing while showcasing the scenic mountain landscape.
00131,IntelligentVBench/images/Implicit_I2V/00131.png,The dog is being trained to bite and hold onto a protective sleeve as part of obedience and protection training
00132,IntelligentVBench/images/Implicit_I2V/00132.png,"The man is stealthily advancing through a hostile environment, engaging in a tactical maneuver to neutralize threats"
00133,IntelligentVBench/images/Implicit_I2V/00133.png,"The woman is approaching a powerful entity to perform a ritual, with her companions and guards bearing witness to the sacred act."
00134,IntelligentVBench/images/Implicit_I2V/00134.png,"The young woman is defending herself from an unseen attacker launching darts, using her agility and the oar to fend off the assault."
00135,IntelligentVBench/images/Implicit_I2V/00135.png,"The man is being executed by beheading, and his violent screaming and head shaking reflect his terror and resistance as the guards force him into position."
00136,IntelligentVBench/images/Implicit_I2V/00136.png,The girls are joyfully celebrating their friendship and the sunny day on the beach.
00137,IntelligentVBench/images/Implicit_I2V/00137.png,"The woman is performing energetically to entertain and engage the audience, encouraging them to participate in the lively atmosphere."
00138,IntelligentVBench/images/Implicit_I2V/00138.png,The player is practicing puck handling to improve control and agility on the ice.
00139,IntelligentVBench/images/Implicit_I2V/00139.png,The family is joyfully celebrating the holiday season by playing around a tree.
00140,IntelligentVBench/images/Implicit_I2V/00140.png,"The group is participating in a festive office event, likely a holiday celebration or gift exchange."
00141,IntelligentVBench/images/Implicit_I2V/00141.png,"The video depicts a historical reenactment or film scene portraying a parade, with the motorcade moving through a crowd of onlookers to convey the atmosphere of a state-organized public spectacle."
00142,IntelligentVBench/images/Implicit_I2V/00142.png,The player is executing a passing drill during training to improve team coordination and ball movement.
00143,IntelligentVBench/images/Implicit_I2V/00143.png,The police are attempting to apprehend a suspect fleeing in a modified vehicle through a challenging quarry terrain.
00144,IntelligentVBench/images/Implicit_I2V/00144.png,"The garbage truck collided with the bus, causing it to tip over and crash into parked cars, creating a chaotic scene."
00145,IntelligentVBench/images/Implicit_I2V/00145.png,"The woman is celebrating a success or announcement, prompting applause from the group."
00146,IntelligentVBench/images/Implicit_I2V/00146.png,"The woman in pink has just received shocking news, causing her to collapse in disbelief, while the others rush to assist her."
00147,IntelligentVBench/images/Implicit_I2V/00147.png,"The school community is staging a lively, showcasing school spirit and camaraderie."
00148,IntelligentVBench/images/Implicit_I2V/00148.png,"They are rushing to reach a critical destination, possibly due to an emergency situation."
00149,IntelligentVBench/images/Implicit_I2V/00149.png,"The video aims to showcase the sleek performance and urban adaptability of the Audi car by capturing its high-speed maneuver through a vibrant, modern cityscape."
00150,IntelligentVBench/images/Implicit_I2V/00150.png,"The group is celebrating joyfully at a festive gathering, with lively interactions among attendees."
00151,IntelligentVBench/images/Implicit_I2V/00151.png,"The group is celebrating the successful completion of a collaborative outdoor activity, fostering camaraderie and shared accomplishment."
00152,IntelligentVBench/images/Implicit_I2V/00152.png,"The couple is performing a dramatic, choreographed dance scene with pyrotechnics for cinematic effect."
00153,IntelligentVBench/images/Implicit_I2V/00153.png,"The fox is navigating the raft through turbulent water, reacting to floating debris while maintaining balance and awareness of its surroundings."
00154,IntelligentVBench/images/Implicit_I2V/00154.png,The characters are experiencing an exhilarating flight.
00155,IntelligentVBench/images/Implicit_I2V/00155.png,The man is cautiously advancing in a high-stakes confrontation scenario.
00156,IntelligentVBench/images/Implicit_I2V/00156.png,The man is showing affection and empathy to the crying girl.
00157,IntelligentVBench/images/Implicit_I2V/00157.png,The group is traveling across the water on a mission with the female as the leader.
00158,IntelligentVBench/images/Implicit_I2V/00158.png,"The man keep cautious, assessing the woman's safety."
00159,IntelligentVBench/images/Implicit_I2V/00159.png,The helicopter's sudden jolt triggered a reaction from the woman.
00160,IntelligentVBench/images/Implicit_I2V/00160.png,"The couple is sharing an intimate moment, driven by affection and the romantic ambiance."
00161,IntelligentVBench/images/Implicit_I2V/00161.png,Soldiers is distributing supplies to civilians in wartime.
00162,IntelligentVBench/images/Implicit_I2V/00162.png,"The man is surreptitiously scouting something, maintaining a low profile."
00163,IntelligentVBench/images/Implicit_I2V/00163.png,The man aims to scan for potential threats or targets.
00164,IntelligentVBench/images/Implicit_I2V/00164.png,The minions are actively rearranging their workspace.
00165,IntelligentVBench/images/Implicit_I2V/00165.png,The camera rises to reveal the maze's intricate layout after the man enters it.
00166,IntelligentVBench/images/Implicit_I2V/00166.png,Two girls were reunited with their long-lost dog.
00167,IntelligentVBench/images/Implicit_I2V/00167.png,The man is delivering important documents to a superior officer inside an office.
00168,IntelligentVBench/images/Implicit_I2V/00168.png,The man dressed in white does not wish to stay with another man.
00169,IntelligentVBench/images/Implicit_I2V/00169.png,"The young man is explaining his findings or theory about a hacking case linked to NASA, to someone off-camera."
00170,IntelligentVBench/images/Implicit_I2V/00170.png,The older woman is seeing the young woman off with a warm expression.
00171,IntelligentVBench/images/Implicit_I2V/00171.png,The gentleman is a high-ranking official who was accorded military honors upon his departure.
00172,IntelligentVBench/images/Implicit_I2V/00172.png,"Tom, who actually doesn't know how to play the piano, is performing an exaggerated comedic musical act."
00173,IntelligentVBench/images/Implicit_I2V/00173.png,The characters are attempting to rescue the babies by using their bodies as a barrier to stop their slide.
00174,IntelligentVBench/images/Implicit_I2V/00174.png,The driver was forced out of the vehicle after being robbed at gunpoint by two armed men.
00175,IntelligentVBench/images/Implicit_I2V/00175.png,The player is making preparations before taking a corner kick.
00176,IntelligentVBench/images/Implicit_I2V/00176.png,"The military convoy is departing from a base or checkpoint, with soldiers preparing for a patrol."
00177,IntelligentVBench/images/Implicit_I2V/00177.png,"The red bird is passionately addressing the crowd, accidentally knocking over food."
00178,IntelligentVBench/images/Implicit_I2V/00178.png,The woman sees unbelievable content on her phone.
00179,IntelligentVBench/images/Implicit_I2V/00179.png,The monster reacts in shock upon realizing it has a sock stuck to its back
00180,IntelligentVBench/images/Implicit_I2V/00180.png,The man who just emerged from the water realizes that he is safe now.
00181,IntelligentVBench/images/Implicit_I2V/00181.png,A convoy is currently escorting a high-profile individual to their destination.
00182,IntelligentVBench/images/Implicit_I2V/00182.png,The young woman is excitedly greeting her grandfather who has just arrived.
00183,IntelligentVBench/images/Implicit_I2V/00183.png,"The offensive player is trying to create space to shoot, while the defender is determined to block the shot without fouling."
00184,IntelligentVBench/images/Implicit_I2V/00184.png,They are fleeing from an imminent threat or danger that has just appeared.
00185,IntelligentVBench/images/Implicit_I2V/00185.png,The warrior is fighting on the unstable ice and is gradually losing his balance.
00186,IntelligentVBench/images/Implicit_I2V/00186.png,"The man is a public figure exiting a press-sensitive event, deliberately ignoring media inquiries"
00187,IntelligentVBench/images/Implicit_I2V/00187.png,The girl noticed something exciting off-screen and urged the boy to go check it out.
00188,IntelligentVBench/images/Implicit_I2V/00188.png,The men are clearing the arena after a gladiatorial combat.
00189,IntelligentVBench/images/Implicit_I2V/00189.png,The video aims to show a high-stakes confrontation scenario.
00190,IntelligentVBench/images/Implicit_I2V/00190.png,The dark-haired girl aims to share exciting news with the blonde girl.
00191,IntelligentVBench/images/Implicit_I2V/00191.png,"The couple is heading to a private area, suggesting a transition from public to intimate space."
00192,IntelligentVBench/images/Implicit_I2V/00192.png,The red pandas aims to win a competition in a tug-of-war.
00193,IntelligentVBench/images/Implicit_I2V/00193.png,"The soldiers are preparing for a potential gas attack, assisting each other for survival."
00194,IntelligentVBench/images/Implicit_I2V/00194.png,"The scene is being set up for a photoshoot or film, with crew members positioning around the model."
00195,IntelligentVBench/images/Implicit_I2V/00195.png,The man is supervising the horse's movement in the pen.
00196,IntelligentVBench/images/Implicit_I2V/00196.png,"The woman is focused on navigating the go-kart through the indoor track, checking her surroundings for other racers or turns."
00197,IntelligentVBench/images/Implicit_I2V/00197.png,"The woman is cautiously navigating a busy street, reacting to sudden movements of vehicles around her to avoid potential collisions."
00198,IntelligentVBench/images/Implicit_I2V/00198.png,"The camera pans left to reveal more individuals in the crowd, highlighting their varied emotional states"
00199,IntelligentVBench/images/Implicit_I2V/00199.png,The man keeps checking whether he was being followed while walking
00200,IntelligentVBench/images/Implicit_I2V/00200.png,The soldiers are celebrating their victory with the local population during a parade.
00201,IntelligentVBench/images/Implicit_I2V/00201.png,The woman is channeling her magical energy to unleash a powerful attack.
00202,IntelligentVBench/images/Implicit_I2V/00202.png,The man is giving a holiday gift to his child.
00203,IntelligentVBench/images/Implicit_I2V/00203.png,The woman aims to enter a store for shopping.
00204,IntelligentVBench/images/Implicit_I2V/00204.png,"The car is being driven through a hostile environment, returning fire while maneuvering to confront adversaries."
00205,IntelligentVBench/images/Implicit_I2V/00205.png,The doctors are discussing a patient's case
00206,IntelligentVBench/images/Implicit_I2V/00206.png,"The soldier is surveying the area for threats as an alien aircraft approaches, prompting his squad to prepare for potential combat."
00207,IntelligentVBench/images/Implicit_I2V/00207.png,"The video aims to showcase the classic Mini Cooper driving through a historic city street, emphasizing its iconic design and movement against an urban backdrop."
00208,IntelligentVBench/images/Implicit_I2V/00208.png,"The man is emotionally reuniting with the girl, expressing affection and relief through gentle touches and tearful smiles."
00209,IntelligentVBench/images/Implicit_I2V/00209.png,"The white man is attempting to assist an injured Black man, possibly to provide medical aid."
00210,IntelligentVBench/images/Implicit_I2V/00210.png,The young man is inspecting the camp and observing the routine activities of the soldiers during a break.
00211,IntelligentVBench/images/Implicit_I2V/00211.png,"The officer likely gave the young man instructions, prompting the young man to reflect on the interaction as the officer departs."
00212,IntelligentVBench/images/Implicit_I2V/00212.png,"The man is focused on cooking but experiences a minor mishap, quickly recovering to maintain the flow of meal preparation."
00213,IntelligentVBench/images/Implicit_I2V/00213.png,"The man in the zebra-print sweater was likely acting aggressively, prompting the security guards to intervene and restrain him."
00214,IntelligentVBench/images/Implicit_I2V/00214.png,The girl is greeting someone familiar outside the camera while walking with her guardian.
00215,IntelligentVBench/images/Implicit_I2V/00215.png,"The group is advancing cautiously through the rugged terrain, likely preparing for an imminent confrontation."
00216,IntelligentVBench/images/Implicit_I2V/00216.png,The woman is trying to fall back asleep after being disturbed.
00217,IntelligentVBench/images/Implicit_I2V/00217.png,The soldier is engaged in live-fire training to simulate battlefield conditions and enhance combat readiness.
00218,IntelligentVBench/images/Implicit_I2V/00218.png,"The man urgently approaches the patient's bedside, likely reacting to a medical emergency or critical change in the patient's condition."
00219,IntelligentVBench/images/Implicit_I2V/00219.png,The man is frustrated that his phone is water-damaged and useless after being submerged.
00220,IntelligentVBench/images/Implicit_I2V/00220.png,The group is reacting to an unexpected aerial event off-screen
00221,IntelligentVBench/images/Implicit_I2V/00221.png,The woman is complying with the SWAT team's orders to surrender and is being detained.
00222,IntelligentVBench/images/Implicit_I2V/00222.png,"The woman is testing how the sunglasses complement her outfit and style, likely considering purchasing them."
00223,IntelligentVBench/images/Implicit_I2V/00223.png,The green giant Hulk is aggressively eliminating robotic threats in a war-torn city to assert dominance and clear the battlefield.
00224,IntelligentVBench/images/Implicit_I2V/00224.png,"The players are transitioning from a casual walk to an active run, likely signaling the start of a game or a drill, with the girl following the boy's lead as they prepare for action."
00225,IntelligentVBench/images/Implicit_I2V/00225.png,The woman offer comfort or check on the condition of the patient.
00226,IntelligentVBench/images/Implicit_I2V/00226.png,The aliens are preparing for an imminent threat.
00227,IntelligentVBench/images/Implicit_I2V/00227.png,"The teenager is confidently expressing herself through dance-like movements, seemingly oblivious to the surrounding environment and onlookers."
00228,IntelligentVBench/images/Implicit_I2V/00228.png,The man is complying with police instructions during a potential confrontation or arrest scenario.
00229,IntelligentVBench/images/Implicit_I2V/00229.png,The superhero is playfully demonstrating his powers to amuse or impress the onlookers
00230,IntelligentVBench/images/Implicit_I2V/00230.png,The couple is sharing their first dance as newlyweds
00231,IntelligentVBench/images/Implicit_I2V/00231.png,The woman is leading a man to a medical room for a consultation.
00232,IntelligentVBench/images/Implicit_I2V/00232.png,"The man is expressing joy and affection towards the woman, likely reuniting."
00233,IntelligentVBench/images/Implicit_I2V/00233.png,"The couple is celebrating their wedding, surrounded by cheering guests, marking the happy conclusion of their ceremony."
00234,IntelligentVBench/images/Implicit_I2V/00234.png,The character is attempting to recover from being knocked down.
00235,IntelligentVBench/images/Implicit_I2V/00235.png,The man is fleeing from danger while trying to communicate with allies amid a chaotic battlefield.
00236,IntelligentVBench/images/Implicit_I2V/00236.png,A knight is being attended to after sustaining an injury during a jousting match
00237,IntelligentVBench/images/Implicit_I2V/00237.png,The medical team is urgently transporting a patient to a treatment room for immediate medical attention.
00238,IntelligentVBench/images/Implicit_I2V/00238.png,The friends are quickly posing for a series of fun and varied selfies to commemorate their cheerful evening out at the bar.
00239,IntelligentVBench/images/Implicit_I2V/00239.png,The employee intended to transition from presenting the product to beginning the process of serving the ice cream.
00240,IntelligentVBench/images/Implicit_I2V/00240.png,The artisan interrupts her administrative work to professionally greet a customer outside the camera.
00241,IntelligentVBench/images/Implicit_I2V/00241.png,The computing team concluded their excited reaction to a successful outcome displayed on the monitors.
00242,IntelligentVBench/images/Implicit_I2V/00242.png,To engage in physical training by demonstrating the proper execution of continuous push-up repetitions.
00243,IntelligentVBench/images/Implicit_I2V/00243.png,"To perform an intense, stylized segment of synchronized choreography, emphasizing the group's unity and stage presence during a performance introduction."
00244,IntelligentVBench/images/Implicit_I2V/00244.png,The friends react strongly and diversely to a dramatic moment in the film.
00245,IntelligentVBench/images/Implicit_I2V/00245.png,The instructor is guiding the class through a yoga pose while participants maintain their positions.
00246,IntelligentVBench/images/Implicit_I2V/00246.png,The person is repainting a cabinet door to refresh its appearance
00247,IntelligentVBench/images/Implicit_I2V/00247.png,The military officials are participating in a solemn ceremonial event requiring strict adherence to formal posture and stillness.
00248,IntelligentVBench/images/Implicit_I2V/00248.png,The man is performing a choreographed dance routine to express artistic movement through synchronized gestures.
00249,IntelligentVBench/images/Implicit_I2V/00249.png,The cook stirs the soup to ensure even cooking and prevent ingredients from clumping.
00250,IntelligentVBench/images/Implicit_I2V/00250.png,The character is regaining consciousness after sustaining severe injuries.
